RF,underhang bearing ax,underhang bearing rad,underhang bearing tan,overhang bearing ax,overhang bearing rad,overhang bearing tan,microphone
0.08779646499999995,0.047305106955,0.019947101755000002,0.008415132485,-0.432626913231,0.0003559799518499995,-0.2793928389275,0.008389164619
-0.055419134500000015,-0.04007771342000001,-0.007912853619999993,-0.006694620463499999,-0.10400383118999999,-0.0080816232305,-0.323912943885,0.012492961099999998
-0.050801774999999966,-0.021724075164999995,-0.02069648842,-0.00849213371,-0.002015998598000003,0.001383637534300001,-0.29887354182549997,0.016873690080000003
0.06334079499999998,0.05197832487,0.0059968203849999945,0.001349847388999998,0.19084713928299998,0.0075552272165500005,0.056212416645000006,0.012218485519999997
0.19825402000000003,0.020896674115000003,0.0050906655649999985,-0.0012725167444999986,-0.21836879794500003,0.008922015285049998,0.080923653731,0.015147067235
0.004517420000000001,0.028267985715499988,-0.01421249187,0.0014255360150000004,-0.0486661404005,-0.007508594541,-0.5563684643,0.00995562967
0.36553920949999996,-0.03570053058,-0.0063806936069500005,-0.0007649320464999998,0.9002346602500002,0.023470420122,0.10668668775149999,0.026409201495999998
-0.07801320999999999,0.0030000035699999936,-0.007106306505950002,-0.013096616134999997,-0.08116622708849999,-0.009000482413000001,-0.28435233593,0.015090841354999999
0.39921925499999994,0.052723307429999984,0.020095867820000002,0.00215250231,-0.022858892541499993,0.00606718255315,-0.297738616315,0.002792462655
-0.04502767000000009,0.01809280138,-0.002259358750000002,0.003781338484999999,-0.016679100125000033,0.0018027985534999995,-0.03667273044500001,0.013706107895
-0.2634293300000001,-0.0277239976505,-0.011000689695,0.004113337666000002,-0.382095661925,-0.007344804690000001,0.153334577185,0.017183089339000004
0.07372929500000001,0.023714021408500006,-0.0017699965365000027,-0.0013546578349999984,-0.069374236961,-0.0198983686105,-0.32643591323000004,0.014299979655
0.5263659270000001,-0.014638397128500017,0.0033543165649999977,0.00080659163695,-0.41240713564500003,-0.0008966515618999999,-0.24416975323899998,-0.0032315586800000027
-0.035046645,0.0189795848605,-0.010689113516,0.0010918851099999988,-0.2564779746245,0.0048813903305,-0.15731931928999998,0.01344889204
-0.05588188999999994,0.01061628559499998,0.014539593314999995,-0.0012728737850000024,0.033711676634350006,0.00018581406500000063,0.49401124869,0.007077828745
0.17703934999999996,0.050793680625,0.011157850605000004,0.0035611368544999997,0.64484716435,0.009003589730499998,-0.0337632412565,0.007446195495000001
0.2872168509999999,-0.07033971451,0.006592062830000002,-0.002828361058,-0.30552905560499993,-0.0541293955765,-0.5617583972499999,0.023026044131
0.08915851000000004,-0.029623776900000016,-0.006509914225000007,-0.0073525502299999984,0.051555511358,-0.0071666996955,-0.0020729088850000073,0.023426419345
0.2149904100000001,0.0133259191,-0.0011434719850000011,-0.0028104135780000006,1.10358333,0.01048545103,0.30923537265,0.011442087111000001
0.35228407650000004,0.013607980150649996,0.0028023392240000005,-0.0006507164429999999,0.253951941307,0.0144174688805,0.021715585931000005,0.0036497531529999998
0.37779144500000006,0.06611208087349998,0.017495343455,0.0018660022674999999,-1.173349845,-0.025919616331900003,-0.2229914544,0.005582098585
0.395361154,0.100947280365,0.008698324408999997,0.00042952929564999987,0.19464364489999997,0.0082512045645,-0.008086072664999996,0.009066640277899999
-0.18112448999999997,0.02945326378,-0.0029602415500000027,0.010495191128050002,1.3606295300000002,0.012194687768000001,0.9623958600000001,0.009235842550000001
-0.16878318000000003,0.024103385175000002,-0.001940331460000003,0.008171210150499998,-0.55185836975,-0.009650436494999998,-0.13234189449000003,0.007741065975999998
-0.002243194999999986,-0.014352253235000006,-0.008057986533000005,-0.0028306810634999985,0.026404797947,0.005065736881999999,-0.025744314598000008,0.012133192175000002
-0.14558517499999998,0.0662994690995,0.016666269959999997,0.010903051264999998,-0.52742347495,-0.009575711355199999,-0.112468751835,0.007523634265
0.19216774355000005,0.002618860161650005,0.029538829210000003,0.0003760040499999988,0.461898038625,-0.016276523382000002,0.2514425268095,0.01082460222
0.11234170500000001,0.0007968535500000087,-0.00905192803500001,-0.004582411545499999,0.0286111790145,0.004470328635,0.187233661315,0.014968379643
-0.57242418,0.1334745507955,0.02380532013,0.0013271967099999999,-0.8075653,-0.21748273599999998,-0.13862620515000001,0.041496076965
0.5389134750000002,-0.092719794895,-0.00767246173,-0.0030447868048999994,0.683793796992,0.021330447805000003,0.17526069625600002,0.026681579673499996
-0.08354246,-0.02311489089999999,-0.03070354192,-0.004634153523400002,-0.8012480604,-0.007568410431,-0.25541546757,0.018988136945
-0.02057161499999992,0.012670355455499995,-0.013439968460000003,0.0007214595200000007,-0.15575176364999999,-0.0010840671677000006,-0.044643239395000006,0.01140852466
-0.09719520499999997,0.017422950999999992,-0.00151384689,-0.00616415429,-0.13573510721499998,0.012240419103300001,-0.026146188075000003,0.01669032782
-0.009734309999999994,-0.010933358825,-0.022876200521,0.00014806268000000066,0.2475001193,-0.0015936969629999993,0.028267615120000002,0.017024846372
0.0686936055000001,0.0120102288935,-0.014927866364999993,-0.00624852556,-0.013316166699999982,-0.0033669695622,-0.1153146495495,0.017375700929500002
0.07719233000000003,0.031594327100000014,0.015633275429999993,0.0010518540849999986,-0.59476671199,-0.012729316760499999,-0.15444875243050002,0.012483502044999999
0.23964793000000004,-0.007332887149999992,0.019738657701000008,0.0014726001750000038,0.098109943665,0.023746229096,-0.151781125305,0.009782143292
0.06897277000000003,-0.02661305145,-0.017673166620000003,0.0009942050219999992,0.026927659340349998,0.0035334885395000024,-0.18907756854500002,0.012697451384999997
